crate	file	line	name	visibility	context	context_type	is_test
pixelflow-core	pixelflow-core/src/algebra.rs	75	lt	priv	trait	Algebra	prod
pixelflow-core	pixelflow-core/src/algebra.rs	78	le	priv	trait	Algebra	prod
pixelflow-core	pixelflow-core/src/algebra.rs	81	gt	priv	trait	Algebra	prod
pixelflow-core	pixelflow-core/src/algebra.rs	84	ge	priv	trait	Algebra	prod
pixelflow-core	pixelflow-core/src/algebra.rs	87	eq	priv	trait	Algebra	prod
pixelflow-core	pixelflow-core/src/algebra.rs	90	ne	priv	trait	Algebra	prod
pixelflow-core	pixelflow-core/src/algebra.rs	100	select	priv	trait	Algebra	prod
pixelflow-core	pixelflow-core/src/algebra.rs	111	div	priv	trait	Algebra	prod
pixelflow-core	pixelflow-core/src/algebra.rs	133	sqrt	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	136	abs	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	139	recip	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	145	rsqrt	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	148	sin	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	151	cos	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	157	atan2	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	160	exp	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	163	ln	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	166	exp2	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	169	log2	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	172	pow	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	175	floor	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	179	ceil	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	184	min	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	187	max	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	191	clamp	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	198	mul_add	priv	trait	Transcendental	prod
pixelflow-core	pixelflow-core/src/algebra.rs	209	zero	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	214	one	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	219	add	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	224	sub	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	229	mul	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	234	neg	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	239	lt	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	244	le	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	249	gt	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	254	ge	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	259	eq	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	264	ne	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	269	select	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	274	div	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	289	sqrt	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	294	abs	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	299	recip	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	304	rsqrt	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	309	sin	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	314	cos	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	319	atan2	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	324	exp	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	329	ln	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	334	exp2	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	339	log2	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	344	pow	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	349	floor	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	354	min	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	359	max	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	364	mul_add	priv	impl	f32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	373	zero	priv	impl	bool	prod
pixelflow-core	pixelflow-core/src/algebra.rs	378	one	priv	impl	bool	prod
pixelflow-core	pixelflow-core/src/algebra.rs	383	add	priv	impl	bool	prod
pixelflow-core	pixelflow-core/src/algebra.rs	388	sub	priv	impl	bool	prod
pixelflow-core	pixelflow-core/src/algebra.rs	393	mul	priv	impl	bool	prod
pixelflow-core	pixelflow-core/src/algebra.rs	398	neg	priv	impl	bool	prod
pixelflow-core	pixelflow-core/src/algebra.rs	403	lt	priv	impl	bool	prod
pixelflow-core	pixelflow-core/src/algebra.rs	408	le	priv	impl	bool	prod
pixelflow-core	pixelflow-core/src/algebra.rs	413	gt	priv	impl	bool	prod
pixelflow-core	pixelflow-core/src/algebra.rs	418	ge	priv	impl	bool	prod
pixelflow-core	pixelflow-core/src/algebra.rs	423	eq	priv	impl	bool	prod
pixelflow-core	pixelflow-core/src/algebra.rs	428	ne	priv	impl	bool	prod
pixelflow-core	pixelflow-core/src/algebra.rs	433	select	priv	impl	bool	prod
pixelflow-core	pixelflow-core/src/algebra.rs	442	zero	priv	impl	u32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	447	one	priv	impl	u32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	452	add	priv	impl	u32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	457	sub	priv	impl	u32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	462	mul	priv	impl	u32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	467	neg	priv	impl	u32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	472	lt	priv	impl	u32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	477	le	priv	impl	u32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	482	gt	priv	impl	u32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	487	ge	priv	impl	u32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	492	eq	priv	impl	u32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	497	ne	priv	impl	u32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	502	select	priv	impl	u32	prod
pixelflow-core	pixelflow-core/src/algebra.rs	516	test_f32_algebra	priv	free		test
pixelflow-core	pixelflow-core/src/algebra.rs	540	test_f32_transcendental	priv	free		test
pixelflow-core	pixelflow-core/src/algebra.rs	561	test_bool_algebra	priv	free		test
pixelflow-core	pixelflow-core/src/algebra.rs	580	test_u32_algebra	priv	free		test
pixelflow-core	pixelflow-core/src/backend/arm.rs	48	default	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	54	fmt	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	66	to_array	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	75	any	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	94	all	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	116	bitand	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	124	bitor	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	132	not	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	143	default	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	149	fmt	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	157	to_array	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	173	splat	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	178	sequential	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	186	store	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	191	cmp_lt	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	196	cmp_le	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	201	cmp_gt	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	206	cmp_ge	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	211	simd_sqrt	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	216	simd_abs	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	221	simd_min	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	226	simd_max	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	231	simd_select	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	239	from_slice	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	245	gather	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	260	simd_floor	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	265	mul_add	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	271	add_masked	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	282	recip	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	294	simd_rsqrt	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	308	mask_to_float	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	314	float_to_mask	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	320	from_u32_bits	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	325	shr_u32	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	336	i32_to_f32	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	344	log2	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	389	exp2	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	430	add	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	438	sub	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	446	mul	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	454	div	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	462	bitand	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	474	bitor	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	486	not	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	497	neg	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	517	default	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	523	fmt	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	531	to_array	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	542	splat	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	547	store	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	552	from_f32_scaled	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	562	bitand	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	570	bitor	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	578	not	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	586	shl	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	597	shr	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/arm.rs	608	pack_rgba	pub	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/fastmath.rs	57	new	pub	impl	FastMathGuard	prod
pixelflow-core	pixelflow-core/src/backend/fastmath.rs	81	drop	priv	impl	FastMathGuard	prod
pixelflow-core	pixelflow-core/src/backend/fastmath.rs	100	set_fp_fast_mode_x86	priv	free		prod
pixelflow-core	pixelflow-core/src/backend/fastmath.rs	122	restore_mxcsr	priv	free		prod
pixelflow-core	pixelflow-core/src/backend/fastmath.rs	139	set_fp_fast_mode_arm	priv	free		prod
pixelflow-core	pixelflow-core/src/backend/fastmath.rs	159	restore_fpcr	priv	free		prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	28	any	priv	impl	MaskScalar	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	33	all	priv	impl	MaskScalar	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	41	bitand	priv	impl	MaskScalar	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	49	bitor	priv	impl	MaskScalar	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	57	not	priv	impl	MaskScalar	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	76	splat	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	81	sequential	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	86	store	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	91	cmp_lt	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	96	cmp_le	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	101	cmp_gt	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	106	cmp_ge	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	111	simd_sqrt	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	116	simd_abs	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	121	simd_min	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	126	simd_max	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	131	simd_select	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	136	from_slice	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	141	gather	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	147	simd_floor	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	152	mul_add	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	158	add_masked	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	163	recip	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	168	simd_rsqrt	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	173	mask_to_float	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	179	float_to_mask	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	185	from_u32_bits	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	190	shr_u32	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	195	i32_to_f32	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	200	log2	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	205	exp2	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	217	add	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	225	sub	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	233	mul	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	241	div	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	249	bitand	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	257	bitor	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	265	not	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	273	neg	priv	impl	ScalarF32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	291	splat	priv	impl	ScalarU32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	296	store	priv	impl	ScalarU32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	301	from_f32_scaled	priv	impl	ScalarU32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	309	bitand	priv	impl	ScalarU32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	317	bitor	priv	impl	ScalarU32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	325	not	priv	impl	ScalarU32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	333	shl	priv	impl	ScalarU32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	341	shr	priv	impl	ScalarU32	prod
pixelflow-core	pixelflow-core/src/backend/scalar.rs	349	pack_rgba	pub	impl	ScalarU32	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	55	default	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	61	fmt	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	73	any	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	78	all	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	87	bitand	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	95	bitor	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	103	not	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	114	default	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	120	fmt	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	128	to_array	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	144	splat	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	149	sequential	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	154	store	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	159	cmp_lt	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	164	cmp_le	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	169	cmp_gt	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	174	cmp_ge	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	179	simd_sqrt	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	184	simd_abs	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	189	simd_min	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	194	simd_max	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	199	simd_select	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	204	from_slice	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	210	gather	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	223	simd_floor	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	228	mul_add	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	234	add_masked	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	242	recip	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	248	simd_rsqrt	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	255	mask_to_float	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	261	float_to_mask	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	267	from_u32_bits	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	272	shr_u32	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	277	i32_to_f32	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	282	log2	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	327	exp2	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	363	add	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	371	sub	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	379	mul	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	387	div	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	395	bitand	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	403	bitor	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	411	not	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	419	neg	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	430	default	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	436	fmt	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	446	splat	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	451	store	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	456	from_f32_scaled	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	465	bitand	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	473	bitor	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	481	not	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	489	shl	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	497	shr	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/wasm.rs	505	pack_rgba	pub	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	47	default	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	53	fmt	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	60	any	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	65	all	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	73	bitand	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	81	bitor	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	89	not	priv	impl	Mask4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	109	default	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	115	fmt	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	123	to_array	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	135	splat	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	140	sequential	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	148	store	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	154	cmp_lt	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	159	cmp_le	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	164	cmp_gt	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	169	cmp_ge	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	174	simd_sqrt	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	179	simd_abs	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	188	simd_min	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	193	simd_max	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	198	simd_select	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	209	from_slice	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	215	gather	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	230	simd_floor	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	245	mul_add	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	258	add_masked	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	268	recip	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	274	simd_rsqrt	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	281	mask_to_float	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	287	float_to_mask	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	293	from_u32_bits	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	298	shr_u32	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	308	i32_to_f32	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	316	log2	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	369	exp2	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	406	add	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	414	sub	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	422	mul	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	430	div	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	438	bitand	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	446	bitor	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	454	not	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	466	neg	priv	impl	F32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	485	default	priv	impl	U32x4	prod
pixelflow-core	pixelflow-core/src/backend/x86.rs	491	fmt	priv	impl	U32x4	prod
